_asctime,"MOV BYTE PTR DS:[R32],CONST\nADD R32,CONST\nMOV BYTE PTR DS:[R32],CONST\nPUSH DWORD PTR DS:[R32+CONST]\nINC R32\nPUSH R32\nCALL CONST\nMOV BYTE PTR DS:[R32],CONST",GkRQEh/cY/UBzMv+AczL/gAAAAAAAAAAH9xj9R/cY/UBzMv+,[],5fff6a4021c61e183fa832f360cf108384581eae,VS2005,LIBC.LIB
___crtGetEnvironmentStringsA,"SUB R32,R32\nINC R32\nMOV EBP,R32\nPUSH EBP\nCALL CONST\nMOV R32,R32\nPOP R32\nCMP R32,R32",kQtNgCbu4WVyE5fLQTVVJZELTYAZpmb/cOYe58I+mhAAAAAAchOXy3LoOkUAAAAAqlDSO8I+mhAAAAAAP0MFqsI+mhAAAAAATv0LFLu2XCxy6DpFcug6RWv4erW0fgIdu7ZcLCbu4WVy6DpFtH4CHSbu4WVr+Hq1cug6Rdilo2pkQBq4ZEAauCbu4WXYpaNqa/h6tVjtGt2+knn42KWjagK8TyuvIf/0vpJ5+L6Sefi+knn4ryH/9K8h//SvIf/0vpJ5+L6SefhY7RrdryH/9K8h//QCvE8rWO0a3T9DBaq7XxDwArxPKxRiIlwNzMAByH8o1k79CxRBNVUlDczAAT9DBaoAAAAAFGIiXMI+mhAAAAAAu18Q8D9DBaqRdpOiP0MFqsI+mhAAAAAAGaZm/3LoOkUAAAAAJu7hZcI+mhAAAAAAkXaToqpQ0jtw5h7nwj6aEAAAAAAAAAAA,[],1093aee18411629c1772398f60f69cf2b5a59f23,VS2005,LIBC.LIB
__mbsinc,"MOV R32,DWORD PTR SS:[ESP+CONST]\nMOVZX R32,BYTE PTR DS:[R32]\nMOV R8,BYTE PTR DS:[R32+CONST]\nAND R8,CONST\nINC R32\nTEST R8,R8\nJCC CONST",h0dSPwGhdbMAAAAAAaF1swAAAAAAAAAAE7dTOgGhdbOHR1I/,[],05522f2380c1bac07976c416b5cb49e1a8bcc7eb,VS2005,LIBC.LIB
_remove,"PUSH R32\nCALL CONST\nPOP R32\nOR R32,CONST\nRETN",lVAczHLoOkUAAAAAJu7hZXLoOkUAAAAAcug6RVLONpUIpA1ACKQNQAAAAAAAAAAA+RqFzSbu4WWVUBzMUs42lQAAAAAAAAAA,[],5342bcfe27c9488772dba5d0e1e5a00815fbb890,VS2005,LIBC.LIB
__unlink,PUSH DWORD PTR SS:[ESP+CONST]\nCALL CONST\nPOP R32\nRETN,x2MDRgAAAAAAAAAA,lVAczHLoOkUAAAAAJu7hZXLoOkUAAAAAcug6RVLONpUIpA1ACKQNQAAAAAAAAAAA+RqFzSbu4WWVUBzMUs42lQAAAAAAAAAA,efed97183fc4e9f79b547a23bc81a326507cf398,VS2005,LIBC.LIB
_wmainCRTStartup,"PUSH CONST\nCALL CONST\nPOP R32\nAND DWORD PTR SS:[EBP+CONST],0\nCALL CONST\nCALL CONST\nMOV DWORD PTR DS:[0],R32\nCALL CONST",lBvbJmpSTcNlVw8CalJNwwAAAAAAAAAAZVcPAgAAAAAAAAAA,[],1b72f3e3538aed7ee7c9f56a82cd528d1a8fa6ac,VS2005,LIBC.LIB
__amsg_exit,CALL CONST\nPUSH DWORD PTR SS:[ESP+CONST]\nCALL CONST\nPUSH CONST\nCALL DWORD PTR DS:[0]\nPOP R32\nPOP R32\nRETN,7g2DFgAAAAAAAAAAJAPDne4NgxapmnivqZp4rwAAAAAAAAAA,[],32bc04377ea50476fc61ba6b350b5b1cc663d23c,VS2005,LIBC.LIB
__wsetlocale,"INC R32\nLEA R32,DWORD PTR DS:[R32+R32]\nPUSH R32\nCALL CONST\nTEST R32,R32\nPOP R32\nMOV DWORD PTR DS:[0],R32\nJCC CONST",ync6Dg3MwAFm9r8YmOLhLw3MwAHKdzoOVGP3nWLSRrMAAAAAPceADGLSRrMAAAAA9rwdQg3MwAGY4uEvYtJGsw3MwAEAAAAAH1WMI/a8HULbhZMsDczAATlafGAAAAAAkdxV+fa8HUI9x4AMZva/GFL7LrtUY/ed24WTLA3MwAGR3FX5OVp8YAAAAAAAAAAAUvsuuzlafGAAAAAA,[],aa459aac823db15b576abe884178cb6ed38779a3,VS2005,LIBC.LIB
__wsplitpath,"MOV R32,CONST\nPUSH R32\nPUSH DWORD PTR SS:[EBP+CONST]\nPUSH R32\nCALL CONST\nADD ESP,CONST\nMOV WORD PTR DS:[R32+R32*2],R16\nJMP SHORT CONST",xAVusp7II7QAAAAAm3ZG2+uC5sgAAAAA67B9s0L41tbiYlRxLlW5/kL41tYdnEWuan4lx0L41tbiYlRx1w27Zy5Vuf7qMoS4nsgjtOoyhLjSAE6xHZxFrkL41tYAAAAAQvjW1gAAAAAAAAAAD5VyOC5Vuf7P62Ic0gBOsS5Vuf67IZT26jKEuAwLAUjqMoS4LlW5/i5Vuf5JRSHEuyGU9qA3OqFAZUKdLlW5/kL41tbiYlRxDAsBSOoyhLjSAE6x4mJUceIWZUubdkbbz+tiHC5Vuf4uVbn+m3ZG2xIebw0AAAAALlW5/sSSpmgZ65H/hupSLC5Vuf4AAAAAm3ZG2ygAft0AAAAAEh5vDS5Vuf4AAAAA4hZlS0L41tYAAAAAKAB+3UL41tYAAAAAxJKmaDUXu7AAAAAALlW5/jUXu7DXDbtnoDc6oS5Vuf4AAAAALlW5/i5Vuf4HVM8iNRe7sC5Vuf7qMoS4B1TPIiqzQt6bdkbbQGVCnYbqUiybdkbbSUUhxC5Vuf5y6DpFGeuR/zUXu7AAAAAALlW5/i5Vuf5y6DpFcug6RS5Vuf67IZT2uyGU9i5Vuf5AZUKdKrNC3uuC5sgAAAAAQGVCneuwfbObdkbb6jKEuAwLAUjqMoS464LmyC5Vuf4AAAAA6jKEuJ7II7TEBW6ym3ZG22p+JccAAAAA,[],fc11903147c196c55833cadff384387079b21259,VS2005,LIBC.LIB
___crtsetenv,"LEA R32,DWORD PTR DS:[R32*4+CONST]\nPUSH R32\nPUSH R32\nCALL CONST\nPOP R32\nTEST R32,R32\nPOP R32\nJCC CONST",Rl1bjCSjmVy7IZT2oGquK5yGUTgAAAAAaRFRLSSjmVxJzsp3Sc7Kd3LoOkXfE8DlmPOxDXLoOkXfE8DlCElxqZyGUTheo4MnuyGU9iSjmVwNf6ibDX+om3LoOkWBnbFWrANXEJyGUTgAAAAAnIZROGZ5MTV2Xfeedl33nmZ5MTXyYW2xgZ2xVpjzsQ27IZT23xPA5XLoOkVy6DpFTFWqfySjmVxGXVuMcug6Raz8UlkY8LpbGPC6W98TwOUAAAAAcug6RZjzsQ27IZT2uyGU9oejbX0VojFW8mFtsWZ5MTUAAAAAFaIxVoejbX1SaOpb3xPA5QhJcanzqZPP86mTz98TwOUAAAAAUmjqW5jzsQ0ko5lcJKOZXEL41tYAAAAAQvjW1gAAAAAAAAAAh6NtfWZ5MTVpEVEtaRFRLSSjmVyElh6aXqODJ6wDVxAAAAAArPxSWZyGUTgAAAAAZnkxNUL41tYAAAAAcug6RWZ5MTVy6DpFhJYempjzsQ1pEVEtcug6RajR9JEm7uFlJu7hZajR9JEAAAAAqNH0kSSjmVygaq4r,[],610b802e3e89940a3b94c975b269f808ede0f3ce,VS2005,LIBC.LIB
__wincmdln,"MOVZX R32,R8\nPUSH R32\nCALL CONST\nTEST R32,R32\nPOP R32\nJCC CONST",FMSIao/izv3o/oHQ6JIEkxTEiGrYzQSm6P6B0I/izv0AAAAAJAPDnVCj5LC4fOc7UKPksNjNBKbokgST2M0EphTEiGokdEmaYZqBiWGagYmP4s79JHRJmuiSBJPo/oHQuHznO9jNBKbokgSTj+LO/U+LzArYzQSm2M0Epo/izv1hmoGJ2M0Epuj+gdBPi8wKT4vMCgAAAAAAAAAA6P6B0OiSBJMAAAAA,[],56d112b0d0758c7747ae3cb823d97a9a812d8d04,VS2005,LIBC.LIB
__write,"MOV BYTE PTR DS:[R32],R8\nINC R32\nMOV R32,R32\nLEA R32,DWORD PTR SS:[EBP+CONST]\nSUB R32,R32\nCMP R32,CONST\nJCC CONST",oDc6oUL41tYAAAAAD5lLxCSjmVwAAAAA6OF8arIMIEbuuSCNhnY75ySjmVwAAAAArQVGs4Z2O+dlqJ5X7rkgjbIMIEYAAAAAJKOZXEL41tYAAAAAsgwgRux2hrtw874sQvjW1gAAAAAAAAAABr85gWxmG5zS9DMScPO+LGxmG5zSAE6xZaieV9jNBKZmeTE1bGYbnCB89k0AAAAA0vQzEtse7sYAAAAAZnkxNUL41tYAAAAA2M0Epl5QTlLIskrXbGYbnNse7sYAAAAAyLJK115QTlIAAAAAc7c7NSSjmVwAAAAAXlBOUga/OYF0uoNl0gBOsSB89k3sdoa7kow9N9u5Jne9Mlzp7HaGuwI+saogfPZNdLqDZZKMPTcCPrGqvTJc6WZ5MTXbuSZ3IHz2TaA3OqG7IZT22x7uxqA3OqG7IZT227kmdySjmVwAAAAAlD9GcoZ2O+etBUazAj6xqux2hrsAAAAAuyGU9pKMPTeiEuI67HaGu3Dzvizo4XxqohLiOnO3OzUPmUvE,[],9026d112cdbc5d6e726e2190a17a81d6935ebc93,VS2005,LIBC.LIB
___init_collate,"XOR R32,R32\nRETN",Us42lQAAAAAAAAAA,[],2c4970053791676276ea7814b8d80555f3d32390,VS2005,LIBC.LIB
__ismbcsymbol,"MOV R32,DWORD PTR SS:[ESP+CONST]\nCMP R32,CONST\nJCC CONST",6FWr2lLONpVSDvi0ZoKcu1LONpWMhZm9Ug74tAAAAAAAAAAAUs42lQAAAAAAAAAAjIWZvVLONpXoVava6FWr2lLONpXoVava,[],0f68da8ea5d082af3904324ef80095b21bba41b4,VS2005,LIBC.LIB
__ismbckata,"MOV R32,DWORD PTR SS:[ESP+CONST]\nCMP R32,CONST\nJCC CONST",Us42lQAAAAAAAAAAjIWZvVLONpXoVava6FWr2lLONpXoVava6FWr2lLONpVSDvi0ZoKcu1LONpWMhZm9Ug74tAAAAAAAAAAA,[],adf80a14a7cc913fbd12271ff34476dc6d91c2d6,VS2005,LIBC.LIB
__ismbchira,PUSH CONST\nPOP R32\nRETN,Us42lQAAAAAAAAAA9vATL1LONpVSDvi09vATL1LONpX28BMvZoKcu1LONpX28BMvUg74tAAAAAAAAAAA,[],0cf18e03cf83a7b9007eb4aaa4080b3609e2ac2a,VS2005,LIBC.LIB
_atan2,"PUSH DWORD PTR SS:[EBP+CONST]\nCALL CONST\nADD ESP,CONST\nWAIT\nFSTCW WORD PTR SS:[EBP+CONST]\nCALL CONST\nCALL CONST\nPOP R32",zm5U+AAAAAAAAAAAgL+herC5Og4AAAAAIYd5Y85uVPhkZzDaZGcw2gAAAAAAAAAA/MSgqvzEoKoAAAAAsLk6DiGHeWOEZCGP/MSgqoC/oXoAAAAAhGQhjwAAAAAAAAAA,[],863d1a02c8433e93b1c60cf98f53d197c2b37645,VS2005,LIBC.LIB
__CIatan2,"PUSH DWORD PTR SS:[EBP+CONST]\nCALL CONST\nADD ESP,CONST\nWAIT\nFSTCW WORD PTR SS:[EBP+CONST]\nCALL CONST\nCALL CONST\nPOP R32",zm5U+AAAAAAAAAAA/MSgqrC5Og4AAAAAIYd5Y85uVPhkZzDaZGcw2gAAAAAAAAAAsLk6DiGHeWOEZCGPhGQhjwAAAAAAAAAA,[],7cc84f8b7ab66c897d04eefeb321a4f800365b34,VS2005,LIBC.LIB
?__ArrayUnwind@@YGXPAXIHP6EX0@Z@Z,"OR DWORD PTR SS:[EBP+CONST],CONST\nMOV R32,DWORD PTR SS:[EBP+CONST]\nMOV DWORD PTR FS:[0],R32\nPOP R32\nPOP R32\nPOP R32\nLEAVE\nRETN CONST",a8Vc4d8TwOUAAAAA3xPA5ZhwbBZrxVzhk4Bz5ZhwbBZrxVzhmHBsFgAAAAAAAAAA,[],9b1e8988aa0824f17863b5e1c278d7685ad5c233,VS2005,LIBC.LIB
??_M@YGXPAXIHP6EX0@Z@Z,"MOV DWORD PTR SS:[EBP+CONST],CONST\nOR DWORD PTR SS:[EBP+CONST],CONST\nCALL CONST\nMOV R32,DWORD PTR SS:[EBP+CONST]\nMOV DWORD PTR FS:[0],R32\nPOP R32\nPOP R32\nPOP R32",3xPA5ZkLeIMVODY+UfIh698TwOUAAAAAmQt4gwAAAAAAAAAAFTg2Pt8TwOUAAAAA,[],37862fc88b3af849b9a6f97a3ced93c129188875,VS2005,LIBC.LIB
__pipe,"MOV R32,R32\nPUSH CONST\nSAR R32,CONST\nPOP R32\nMOV R32,DWORD PTR DS:[R32*4]\nAND R32,R32\nMOV BYTE PTR DS:[R32+R32*8+CONST],CONST\nCALL CONST",FaIxVnLoOkWvvYJF+u7ZCfD+dQnZd1cSjuYcv0L41tYAAAAAr72CRY7mHL+7erLD8P51CUL41tYAAAAAxJKmaEL41tYAAAAA0BdCDcSSpmgAAAAA/jq/Qvru2QnQF0INQvjW1gAAAAAAAAAA2XdXEg1JFVh6t2+4DUkVWEL41tYAAAAAJw91EnLoOkUVojFWcug6RY7mHL+7erLDerdvuK+9gkUnD3USu3qyw0L41tYAAAAA,[],d5c19a7d5ad45b492d6d17bdbf02f1534cdb0896,VS2005,LIBC.LIB
__setdefaultprecision,PUSH CONST\nPUSH CONST\nCALL CONST\nPOP R32\nPOP R32\nRETN,fPWMuwAAAAAAAAAA,8o658QAAAAAAAAAA,40180b2b5e4df097d8ab7d19f59aa1cd9a469d71,VS2005,LIBC.LIB
__wcsicoll,PUSH DWORD PTR SS:[ESP+CONST]\nPUSH DWORD PTR SS:[ESP+CONST]\nCALL CONST\nPOP R32\nPOP R32\nRETN,m5BQ/AAAAAAAAAAAWlVPAwAAAAAAAAAAS6l9YE6jm9taVU8DTqOb25uQUPx5TEpveUxKbwAAAAAAAAAA,[],010854c9a70615980991676a2ab529e4ad71faac,VS2005,LIBC.LIB
__mbschr,"MOVZX R32,R16\nMOV R32,DWORD PTR SS:[EBP+CONST]\nSUB R32,R32\nNEG R32\nSBB R32,R32\nNOT R32\nAND R32,R32\nPOP EBP",TOT2tSr//scp6uhIOWijNCM8M1BC8G1lKv/+xwAAAAAAAAAAKeroSH6MFX/okgSTXqODJ+j+gdAAAAAAQvBtZQAAAAAAAAAAfowVfyr//sfo/oHQlWb7eme6vA1eo4Mn6JIEk0+LzAqVZvt66P6B0Ezk9rUAAAAAT4vMCgAAAAAAAAAAIzwzUCr//scp6uhIZ7q8DQAAAAAAAAAA,[],91846d5f3ff09c47f906df09bd542a6a1231bd5b,VS2005,LIBC.LIB
_strncmp,"MOV R32,R32\nMOV R32,DWORD PTR SS:[EBP+CONST]\nMOV R32,R32\nXOR R32,R32\nREPNE SCAS BYTE PTR ES:[R32]\nNEG R32\nADD R32,R32\nMOV R32,R32",j7U+bibu4WUhh3ljIYd5Y8TZicAxGlDIMRpQyCbu4WUAAAAAJu7hZcTZicAAAAAAxNmJwAAAAAAAAAAAoTjlYsTZicCPtT5u,[],ee69ae0ddd3f012acaff5d034d38ce0994480d02,VS2005,LIBC.LIB
